logged_at,trade_date,city,series_ticker,event_ticker,market_ticker,market_subtitle,bucket_lo,bucket_hi,yes_ask,yes_bid,ask_qty,bid_qty
2026-03-03T03:00:51.462365-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,491,
2026-03-03T03:00:51.462365-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,401,
2026-03-03T03:00:51.462365-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,329,
2026-03-03T03:00:51.462365-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,250,
2026-03-03T03:00:51.462365-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,4,3,150,
2026-03-03T03:00:51.462365-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,5,3,50,
2026-03-03T03:00:51.462365-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,16,15,200,
2026-03-03T03:00:51.462365-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,30,28,518,
2026-03-03T03:00:51.462365-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,31,30,236,
2026-03-03T03:00:51.462365-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,15,14,87,
2026-03-03T03:00:51.462365-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,6,5,12,
2026-03-03T03:00:51.462365-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,242,
2026-03-03T03:00:51.462365-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,14,13,168,
2026-03-03T03:00:51.462365-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,38,37,200,
2026-03-03T03:00:51.462365-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,44,43,71,
2026-03-03T03:00:51.462365-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,5,421,
2026-03-03T03:00:51.462365-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,2,1,790,
2026-03-03T03:00:51.462365-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2174,
2026-03-03T03:00:51.462365-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,2,1,671,
2026-03-03T03:00:51.462365-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,12,11,791,
2026-03-03T03:00:51.462365-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,28,27,200,
2026-03-03T03:00:51.462365-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,59,57,150,
2026-03-03T03:00:51.462365-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,4,3,87,
2026-03-03T03:30:06.373931-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,26,24,633,
2026-03-03T03:30:06.373931-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,576,
2026-03-03T03:30:06.373931-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,245,
2026-03-03T03:30:06.373931-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,13,12,295,
2026-03-03T03:30:06.373931-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,252,
2026-03-03T03:30:06.373931-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,5,4,387,
2026-03-03T03:30:06.373931-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,6,5,421,
2026-03-03T03:30:06.373931-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,16,14,212,
2026-03-03T03:30:06.373931-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,30,27,611,
2026-03-03T03:30:06.373931-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,30,29,18,
2026-03-03T03:30:06.373931-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,17,16,276,
2026-03-03T03:30:06.373931-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,4,3,12,
2026-03-03T03:30:06.373931-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,249,
2026-03-03T03:30:06.373931-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,15,13,212,
2026-03-03T03:30:06.373931-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,40,37,12,
2026-03-03T03:30:06.373931-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,43,42,150,
2026-03-03T03:30:06.373931-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,5,497,
2026-03-03T03:30:06.373931-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,2,1,770,
2026-03-03T03:30:06.373931-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2174,
2026-03-03T03:30:06.373931-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,2,1,634,
2026-03-03T03:30:06.373931-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,12,11,964,
2026-03-03T03:30:06.373931-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,28,26,258,
2026-03-03T03:30:06.373931-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,59,58,212,
2026-03-03T03:30:06.373931-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,5,4,654,
2026-03-03T04:00:06.950317-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,25,24,212,
2026-03-03T04:00:06.950317-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,543,
2026-03-03T04:00:06.950317-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,151,
2026-03-03T04:00:06.950317-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,13,12,345,
2026-03-03T04:00:06.950317-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,250,
2026-03-03T04:00:06.950317-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,4,3,200,
2026-03-03T04:00:06.950317-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,6,4,643,
2026-03-03T04:00:06.950317-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,15,14,30,
2026-03-03T04:00:06.950317-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,33,31,596,
2026-03-03T04:00:06.950317-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,29,28,19,
2026-03-03T04:00:06.950317-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,17,16,484,
2026-03-03T04:00:06.950317-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,3,2,50,
2026-03-03T04:00:06.950317-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,2,426,
2026-03-03T04:00:06.950317-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,13,12,224,
2026-03-03T04:00:06.950317-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,41,38,212,
2026-03-03T04:00:06.950317-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,43,42,12,
2026-03-03T04:00:06.950317-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,5,624,
2026-03-03T04:00:06.950317-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,1,,81,
2026-03-03T04:00:06.950317-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2174,
2026-03-03T04:00:06.950317-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,2,,582,
2026-03-03T04:00:06.950317-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,11,10,730,
2026-03-03T04:00:06.950317-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,26,25,300,
2026-03-03T04:00:06.950317-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,60,58,212,
2026-03-03T04:00:06.950317-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,4,3,25,
2026-03-03T04:30:30.259135-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,26,24,467,
2026-03-03T04:30:30.259135-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,647,
2026-03-03T04:30:30.259135-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,183,
2026-03-03T04:30:30.259135-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,12,11,255,
2026-03-03T04:30:30.259135-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,275,
2026-03-03T04:30:30.259135-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,4,3,225,
2026-03-03T04:30:30.259135-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,4,3,497,
2026-03-03T04:30:30.259135-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,15,14,676,
2026-03-03T04:30:30.259135-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,32,30,527,
2026-03-03T04:30:30.259135-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,31,30,1,
2026-03-03T04:30:30.259135-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,16,15,238,
2026-03-03T04:30:30.259135-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,4,3,200,
2026-03-03T04:30:30.259135-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,3,2,928,
2026-03-03T04:30:30.259135-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,13,12,176,
2026-03-03T04:30:30.259135-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,39,38,200,
2026-03-03T04:30:30.259135-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,43,42,1,
2026-03-03T04:30:30.259135-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,5,98,
2026-03-03T04:30:30.259135-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,1,,81,
2026-03-03T04:30:30.259135-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2124,
2026-03-03T04:30:30.259135-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,1,,58,
2026-03-03T04:30:30.259135-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,11,10,594,
2026-03-03T04:30:30.259135-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,26,25,770,
2026-03-03T04:30:30.259135-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,58,57,1,
2026-03-03T04:30:30.259135-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,5,3,83,
2026-03-03T05:00:07.798417-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,26,23,429,
2026-03-03T05:00:07.798417-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,470,
2026-03-03T05:00:07.798417-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,166,
2026-03-03T05:00:07.798417-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,12,11,504,
2026-03-03T05:00:07.798417-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,275,
2026-03-03T05:00:07.798417-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,4,3,225,
2026-03-03T05:00:07.798417-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,5,3,464,
2026-03-03T05:00:07.798417-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,15,14,468,
2026-03-03T05:00:07.798417-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,31,30,214,
2026-03-03T05:00:07.798417-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,31,29,49,
2026-03-03T05:00:07.798417-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,16,15,665,
2026-03-03T05:00:07.798417-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,5,4,228,
2026-03-03T05:00:07.798417-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,3,2,796,
2026-03-03T05:00:07.798417-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,13,12,398,
2026-03-03T05:00:07.798417-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,39,37,248,
2026-03-03T05:00:07.798417-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,44,42,150,
2026-03-03T05:00:07.798417-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,5,98,
2026-03-03T05:00:07.798417-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,1,,81,
2026-03-03T05:00:07.798417-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2174,
2026-03-03T05:00:07.798417-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,2,,50,
2026-03-03T05:00:07.798417-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,11,10,868,
2026-03-03T05:00:07.798417-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,26,25,765,
2026-03-03T05:00:07.798417-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,61,59,200,
2026-03-03T05:00:07.798417-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,7,6,244,
2026-03-03T05:30:07.685183-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,25,24,100,
2026-03-03T05:30:07.685183-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,199,
2026-03-03T05:30:07.685183-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,153,
2026-03-03T05:30:07.685183-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,12,11,516,
2026-03-03T05:30:07.685183-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,275,
2026-03-03T05:30:07.685183-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,4,3,225,
2026-03-03T05:30:07.685183-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,6,4,706,
2026-03-03T05:30:07.685183-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,15,14,578,
2026-03-03T05:30:07.685183-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,28,26,309,
2026-03-03T05:30:07.685183-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,32,31,1,
2026-03-03T05:30:07.685183-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,16,15,141,
2026-03-03T05:30:07.685183-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,5,4,279,
2026-03-03T05:30:07.685183-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,3,2,981,
2026-03-03T05:30:07.685183-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,13,12,968,
2026-03-03T05:30:07.685183-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,39,38,167,
2026-03-03T05:30:07.685183-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,44,43,248,
2026-03-03T05:30:07.685183-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,8,7,277,
2026-03-03T05:30:07.685183-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,1,,96,
2026-03-03T05:30:07.685183-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,27223,
2026-03-03T05:30:07.685183-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,1,,25100,
2026-03-03T05:30:07.685183-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,11,10,837,
2026-03-03T05:30:07.685183-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,25,24,804,
2026-03-03T05:30:07.685183-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,61,59,212,
2026-03-03T05:30:07.685183-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,8,7,498,
2026-03-03T06:00:48.227332-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,31,29,200,
2026-03-03T06:00:48.227332-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,270,
